locus_tag,gene,COG Class,COG category,prophage gene,strand,frame,start,stop,regulation,product,BKE#,RF_ErmR_LB37oC,nRF_ErmR_LB16oC,nRF_ErmR_glucose complete,nRF_ErmR_glucose+NH4+,nRF_ErmR_LB52oC,nRF_ErmR_LB22oC,nRF_ErmR_MC,nRF_ErmR_competence medium,nRF_ErmR_glucose+glutamine,nRF_ErmR_glucose+glutamate,nRF_ErmR_glucose+ornithine,nRF_ErmR_glucose+adenine,nRF_ErmR_glucose+malate+NH4+,nRF_ErmR_malate+NH4+,nRF_ErmR_pyruvate+NH4+,nRF_ErmR_fructose+NH4+,nRF_ErmR_glycerol+NH4+,nRF_ErmR_gluconate+NH4+,nRF_ErmR_succinate+glutamate,nRF_ErmR_glucose+nitrate,BKK#,RF_KanR_LB37oC,nRF_KanR_LB16oC,nRF_KanR_glucose complete,nRF_KanR_glucose+NH4+,nRF_KanR_LB52oC,nRF_KanR_LB22oC,nRF_KanR_glucose+glutamine,nRF_KanR_glucose+glutamate,nRF_KanR_glucose+ornithine,nRF_KanR_glucose+adenine,nRF_KanR_glucose+malate+NH4+,nRF_KanR_malate+NH4+,nRF_KanR_pyruvate+NH4+,nRF_KanR_fructose+NH4+,nRF_KanR_glycerol+NH4+,nRF_KanR_gluconate+NH4+,nRF_KanR_succinate+glutamate,nRF_KanR_glucose+nitrate
BSU21660,yokA,L,"replication, recombination and repair",phage SPbeta,lagging,1,2284771,2286408,..,putative DNA recombinase,BKE21660,1.156724657,0.897098155,1.086290329,0.845734336,0.840506361,0.851290741,0.828493569,0.906261882,0.880797683,1.044912489,0.963374108,0.759859675,0.942281426,0.838418156,0.836584805,0.860745767,0.689662631,1.096896848,0.864409194,0.799915312,BKK21660,0.909076032,1.218888435,1.034404291,1.060457636,1.015562524,1.12884154,1.074777954,1.104875681,1.173297809,0.973591067,1.138242548,1.141487078,1.069065505,1.072936611,1.069698454,1.114497609,1.196332487,1.077263462
BSU21670,ypqP,,, ,lagging,1,2286448,2287053,..,capsular polysaccharide biosynthesis enzyme fragment; C-terminal part of YpqP,BKE21670,1.074092637,1.178067026,0.997830187,1.004489293,0.886977872,1.048157599,0.97590286,0.90978359,0.824069891,0.975285769,0.765072009,0.886756012,1.047494285,0.988899916,0.921899221,0.953281141,0.61500259,0.852226045,0.77808025,0.92580889,BKK21670,1.05882028,0.992290751,1.017581659,0.848255677,1.009178975,1.056191813,0.828057845,1.016422042,0.860760716,0.809110702,0.916286416,0.782807787,0.834626934,0.896859309,0.89453533,1.011307785,0.86518368,0.833405569
BSU21680,msrB,O,"posttranslational modification, protein turnover, chaperones ", ,leading,-1,2287097,2287528,Spx_act.,peptide methionine R-sulfoxide reductase,BKE21680,0.899208035,1.297361991,0.942098643,0.970821366,0.931979158,1.108947375,1.002118997,1.056345819,0.931330553,1.326932186,1.019030667,1.069298917,1.043235672,1.028841466,1.005258842,1.070251405,0.912838003,0.952102757,1.018540887,1.092502063,BKK21680,0.967420669,1.113982897,0.960129274,0.927995073,0.994759095,1.168611619,0.939778794,1.060671954,1.066633463,0.989050966,0.951783615,0.910578593,0.908179298,0.958803777,0.978349036,1.072332452,1.159885847,0.874096762
BSU21690,msrA,O,"posttranslational modification, protein turnover, chaperones ", ,leading,-1,2287529,2288062,Spx_act.,peptide methionine S-sulfoxide reductase,BKE21690,1.043120294,0.644709506,0.987364428,0.897050357,0.979723502,0.830965177,0.76155834,0.877958659,0.958041299,1.020120008,0.868940549,0.981443402,0.888115459,1.009318342,0.951302497,0.8922219,1.001768504,1.000206939,0.887018318,1.309378167,BKK21690,1.050918266,1.04144764,1.076918414,0.981596398,1.037874048,1.046812314,1.020313299,1.012044542,0.910365492,1.221522897,0.914569132,0.943296627,1.031669443,0.981741884,1.05556102,0.987380985,1.003871226,1.144897853
BSU21700,ypoP,K,transcription, ,lagging,1,2288194,2288619,..,putative transcriptional regulator (MarR family),BKE21700,0.943638941,0.872013358,1.005649361,0.953608761,1.116162585,0.904982312,0.752061,0.86855353,0.823803947,1.018978369,0.864132878,0.993743077,0.838930881,1.034232124,1.001187282,1.029456447,1.077941392,1.040680471,0.903422632,1.278393072,BKK21700,0.970488786,1.05963769,1.027807251,0.891173024,0.955183292,1.129207581,0.939580638,1.017704309,0.898609623,1.008272482,0.752835231,0.8850226,1.031726111,0.867168507,0.929695644,0.900298173,0.951374038,1.102361823
BSU21710,dinF,V,defense mechanisms, ,leading,-1,2288669,2290006,..,"damage inducible, Na+ driven multidrug efflux pump",BKE21710,0.944744284,1.196401843,1.056264481,1.025186865,1.025728245,1.0688594,1.051566392,1.101424682,0.970449778,0.954026847,0.936323086,0.873802997,1.128762846,1.061191587,0.987786626,1.041587899,0.928218631,1.03858463,1.01529468,1.223043235,BKK21710,1.059140425,0.947608089,0.99804381,0.988616751,1.016986729,1.027945446,1.011026779,0.934987688,0.997254167,0.90370844,0.935605155,0.947078195,0.989861782,0.910208228,0.946352765,1.007661365,0.972820999,1.033091273
BSU21720,ypmT,,, ,leading,-1,2290078,2290272,..,conserved hypothetical protein,BKE21720,0.948522854,0.86892576,1.119510019,1.029567522,0.987271754,1.102584653,1.021332214,1.082141303,0.895387796,0.900746663,0.907575495,0.811886803,1.128148784,1.069342999,0.935752065,0.937287231,0.920809271,1.055857673,1.034623134,1.055931391,BKK21720,1.117132458,0.825480112,1.030515445,0.934011798,1.041855397,0.989928663,0.962678007,0.854471176,0.998683954,0.882189099,0.941978883,0.95003055,0.897663141,0.945011349,0.868865449,0.916372082,0.947683852,1.029678312
BSU21730,ypmS,S,function unknown, ,leading,-1,2290285,2290848,..,conserved hypothetical protein,BKE21730,0.968492974,1.062929077,1.156839173,1.067875943,1.030040462,1.224001621,1.056106611,1.040482828,1.138192258,1.203282896,1.225282142,0.982154078,1.030038187,1.140620188,1.119875719,1.099090774,0.97639582,1.133332513,1.014612741,1.13639002,BKK21730,1.149915636,0.921927744,1.029538765,0.905054066,0.772438821,0.94709022,0.83707285,0.920639332,0.852419448,0.931231439,0.829777799,0.809341303,0.853006144,0.856101291,0.900909849,0.836179681,0.853969268,0.783292592
BSU21740,ypmR,E,amino acid transport and metabolism , ,leading,-1,2290858,2291625,..,putative exported lipase/acylhydrolase (lipoprotein),BKE21740,1.086448052,0.983357641,1.014740791,0.888354911,0.864013396,0.690651443,0.872635686,0.825285726,0.965506689,0.933061744,0.950311111,1.007202752,0.963082262,1.017782256,0.92571599,1.004742152,1.236692729,1.008294906,0.935526098,1.050546326,BKK21740,1.038383675,1.009077501,0.995034562,0.976248832,0.97257316,1.063258176,1.109557047,1.081999715,1.107736816,0.90630892,0.973702236,1.062390964,0.997140764,1.090928313,1.099952628,1.025712458,1.026967777,1.027538626
BSU21750,scuA,O,"posttranslational modification, protein turnover, chaperones ", ,leading,-1,2291703,2292284,..,assembly factor BSco of the Cu(A) site of cytochrome c oxidase,BKE21750,1.007965481,0.896685288,1.072711457,0.937626797,0.940567999,1.044639429,1.088761117,1.180409566,0.844321068,1.128967074,0.910982389,0.775641955,1.235040403,0.877506622,0.816381243,0.793833606,0.990753103,0.858224518,0.871527634,1.142508789,BKK21750,1.142353056,0.84439012,0.925649662,0.96223602,0.980526439,0.981417056,0.969233724,0.909190665,1.070811836,0.87068548,1.16148183,0.880813577,1.018734699,0.912288846,0.767095805,0.993785899,0.808826335,0.990663955
BSU21760,ypmP,,, ,leading,-1,2292432,2292683,CodY_repress.,conserved hypothetical protein,BKE21760,1.059248468,0.902800412,1.050918845,0.93420022,1.01803994,0.81877845,0.96951635,0.939803814,0.921268349,0.960105899,0.986825878,0.90339067,0.961875578,0.887992713,1.018194661,0.943340838,0.989922622,0.906056881,0.99545038,0.973310431,BKK21760,1.005814667,1.112454101,0.954796462,1.138546739,0.934965244,1.103654834,1.117700679,1.078586536,1.19972589,1.300991609,0.983021654,1.009812009,1.142966751,1.149241852,1.197538128,1.107170292,1.118966998,1.088103364
BSU21770,ilvA,E,amino acid transport and metabolism , ,leading,-1,2292769,2294037,CodY_repress.,threonine dehydratase,BKE21770,1.183217557,0.739576635,1.109681728,0,0.821238527,0.645124976,0.846801531,0.440884559,0.044693382,0,0.031143627,0.174420681,0,0.234290156,0.216871406,0.092054514,0,0.168599726,0.046606401,0,BKK21770,0.864544397,1.267277708,0.938985681,0.103531232,1.062348337,1.182809584,0.084719141,0,0,0,0,0.275359946,0.20984467,0,0,0.09960265,0,0
BSU21780,yplP,K,transcription, ,lagging,1,2294286,2295281,..,transcriptional enhancer,BKE21780,1.006306437,0.635588524,1.048614471,1.112256416,0.953822571,0.770778662,0.952247552,0.976917972,1.051868399,1.025415005,1.026036712,1.061608241,0.971127141,0.987888235,1.033554048,1.078253891,1.114891281,1.148837431,1.068411886,1.040152398,BKK21780,0.864141038,0.871529494,0.978461381,1.32149976,1.010830402,1.132209182,1.340884913,1.174161333,1.218863376,1.450910449,1.250377885,1.243813729,1.161212618,1.352247111,1.387008771,1.181310065,1.157578657,1.292814945
BSU21790,yplQ,R,general function prediction only , ,lagging,1,2295302,2295943,..,putative membrane hydrolase,BKE21790,0.942475474,1.211049374,1.044057498,1.22046095,0.945784899,0.91240185,1.023592794,1.147902731,0.937757847,1.252581982,1.063921868,1.20724932,1.241399137,1.064517763,1.021547615,1.108631003,0.952902732,0.983799135,0.981800776,1.148865366,BKK21790,0.925223459,0.891433797,0.928358466,1.089391008,1.028095704,0.902436154,1.143131169,1.139729404,1.058017805,1.216003884,1.051003963,1.10700611,1.117778731,1.053241889,1.016330751,1.076908306,1.227134362,1.129934829
BSU21800,ypkP,,, ,leading,-1,2295982,2296602,..,putative acyltransferase,BKE21800,0.993506556,0.867489127,0.99729276,1.062699027,0.914045894,0.726415814,0.972266483,0.887202303,1.067480548,1.001628918,0.937202298,0.931116958,0.939168648,0.979900423,1.035468303,1.05291198,0.845300209,0.979958212,1.118082,0.803504081,BKK21800,0.838756469,1.201938122,0.913420932,1.208913762,1.212976909,1.079698205,1.142709618,1.05402265,1.062124365,1.171111351,1.067366669,1.040296992,1.099670313,1.105323422,1.227278471,1.07466293,1.17770209,1.088649216
BSU21820,thyB,F,nucleotide transport and metabolism, ,leading,-1,2297106,2297900,..,thymidylate synthase B,BKE21820,0.890096374,1.25252001,1.128009676,1.14068028,1.101911509,1.308599951,1.323034794,1.14603329,1.081474704,1.18968852,1.056428008,0.844908458,1.328593575,1.344883645,1.039578088,1.038262883,1.053753616,1.134642616,1.085561159,1.308664296,BKK21820,1.274278597,0.749699318,1.098904192,0.813026553,0.894854521,0.884356814,0.914067038,0.790511869,0.906925504,0.747834173,1.150495027,0.951581163,0.825438555,0.82660035,0.689595977,0.877043438,0.869793899,0.847058226
BSU21830,ypjQ,I,lipid transport and metabolism , ,leading,-1,2297984,2298517,..,putative phosphatidylglycerophosphatase,BKE21830,1.128129334,0.967827087,0.996652651,0.935105067,0.782067394,0.886721314,0.851259033,0.882343805,0.663641026,0.854947298,0.67565367,0.742630346,0.950049135,0.90681613,0.755158979,0.885255885,0.492540876,0.802604105,0.728259856,0.859474754,BKK21830,1.005058303,0.943468787,0.938966076,0.959854438,1.099318447,0.935906332,0.818138373,0.98257207,1.128591173,0.88768519,0.943484131,0.905339857,0.904908995,0.89711255,0.844333953,0.971971378,0.827443071,0.853505554
BSU21840,ypjP,,, ,leading,-1,2298535,2299146,..,conserved hypothetical protein,BKE21840,0.931623746,1.201906502,0.959515041,0.909139467,0.970789031,1.000225564,1.115341335,1.006415187,0.924240767,1.22486184,0.905929391,1.049532942,1.07825217,0.980568377,0.950539535,1.043359038,0.730267641,1.045564933,1.000969992,1.047429587,BKK21840,0.927375998,1.082886836,0.933896426,1.084144525,1.21623788,1.151342737,0.921482441,1.095541127,1.354936658,1.152446504,1.031892189,1.04194597,1.201117815,1.25187609,1.237396996,1.195758647,1.222723468,1.112313153
BSU21850,ypiP,Q,"secondary metabolites biosynthesis, transport and catabolism ", ,leading,-1,2299406,2300179,..,16S rRNA m(2)G1516 methyltransferase,BKE21850,0.979963787,1.191198867,1.050213958,0.975747907,0.884693963,1.018475506,0.909355334,0.938986034,0.927539406,1.020460318,0.932336358,0.993220025,0.904478496,0.946678185,0.969946302,0.989882708,1.065694629,0.87845254,1.044784659,0.969715778,BKK21850,0.956704448,1.052566687,0.932542644,1.0658614,1.102190495,1.164302096,1.213231911,1.065058885,1.164941796,1.175789146,1.07729314,1.05674717,1.133204679,1.128487875,1.21546499,1.076072714,1.160788198,1.085218925
BSU21860,yphP,,, ,leading,-1,2300221,2300655,..,protein disulfide isomerase; bacilliredoxin (de-bacillithiolation),BKE21860,0.905643166,1.033307737,1.058970077,1.126861921,1.001329589,1.054016691,1.002191869,1.053271411,1.011643465,1.101854816,1.041640853,1.179353783,1.10764818,1.030528483,1.066422021,1.180128131,0.404586711,1.031673442,1.198344039,1.000119272,BKK21860,0.944598754,1.052171346,0.945825974,1.076124013,0.950122793,1.098425537,1.102252337,1.095778723,1.05933802,1.153851354,1.014623596,0.994718754,1.071868234,1.095544215,1.20050194,1.051070226,0.990069167,1.082430125
BSU21870,ilvD,E,amino acid transport and metabolism , ,leading,-1,2300762,2302438,CodY_repress.,dihydroxy-acid dehydratase,BKE21870,1.100945802,0.832208382,1.061096506,0,0.865297296,0.825990889,0.83867818,0.445703956,0,0,0,0,0,0,0,0.054623667,0,0.20454187,0,0,BKK21870,0.963287864,0.99082532,0.99597015,0,1.019011013,1.143833632,0,0,0,0,0,0,0,0,0,0,0,0
BSU21880,ypgR,R,general function prediction only , ,leading,-1,2302727,2303860,..,putative lyase,BKE21880,1.288535772,0.856741613,1.063840735,0.768970034,0.803982244,0.908219394,0.800772862,0.768689493,0.840849319,0.885212457,0.853330705,0.781035076,0.743130106,0.758289037,0.832925687,0.814949499,0.632004074,0.785064693,0.8603558,0.771159143,BKK21880,0.870344374,1.216680651,1.012719958,1.160485763,1.141331954,1.122178535,1.074907236,1.06121515,1.066270646,1.137193115,1.046501833,1.082089096,1.103260909,1.029048194,1.149966449,1.021536907,1.100792951,0.999518225
BSU21890,ypgQ,R,general function prediction only , ,leading,-1,2303920,2304537,..,putative metal-dependent phosphohydrolase,BKE21890,0.995452401,1.015108768,0.979507831,0.966124913,0.925624882,0.859758305,0.902060793,0.917877511,1.008883015,0.801306921,0.958667021,0.867939357,0.9745205,0.902735942,0.978457596,0.959728466,1.03209537,0.860613448,0.932310978,0.94949516,BKK21890,0.812567056,1.272216693,0.966782171,1.237287261,1.312009799,1.141941464,1.008088227,1.078972823,1.097046239,1.144608647,1.024566671,1.090913663,1.221965458,1.134457963,1.18626437,1.148642709,1.207581734,1.069516553
BSU21900,bsaA,V,defense mechanisms, ,leading,-1,2304553,2305035,..,putative bacillithiol peroxidase,BKE21900,1.245333782,0.882657622,1.112603044,0.808172543,0.846368778,0.724642841,0.766742255,0.811317743,0.83510845,0.890148012,0.84531815,0.768224306,0.931975099,0.800661195,0.790544394,0.778280087,1.020474697,0.762743745,0.845025455,0.804028239,BKK21900,0.874117204,1.029594614,0.952828944,1.213190087,1.335530984,1.04908933,1.002277902,0.945620689,1.198208605,1.016394702,1.089594893,1.143149624,1.029829502,1.137081631,1.134803145,0.955975621,1.133204884,1.102310327
BSU21910,metA,E,amino acid transport and metabolism , ,lagging,1,2305378,2306283,SigM.,homoserine O-acetyltransferase,BKE21910,0.857201596,1.473451455,0.890632526,0,0.842609325,1.41600972,1.061571258,0.608439464,0,0,0,0,0,0,0,0,0,0.233901109,0,0,BKK21910,1.06009522,0.706851916,0.91813384,0,0.980514827,0.75788977,0,0,0,0,0,0,0,0,0,0,0,0
BSU21920,ugtP,M,cell wall/membrane/envelope biogenesis, ,lagging,1,2306514,2307662,SigM.,UDP-glucose diacylglyceroltransferase,BKE21920,1.176098036,0.694449955,1.094066385,1.292169679,0.798836823,0.862960451,0.775804837,0.952718733,0.92646463,1.154676713,0.801171609,0.889717035,1.507040859,1.278739627,1.000381633,1.287220313,1.322687667,1.928457289,0.702439545,0.873472705,BKK21920,0.93866836,1.078363977,1.026424684,1.422028885,1.144520395,0.954319182,1.166950167,1.309264126,1.24026599,1.32516629,1.734443024,1.464043071,1.465120458,1.228617286,1.111787965,1.353925252,1.119142135,1.078730428
BSU21930,cspD,K,transcription, ,lagging,1,2307905,2308105,..,"cold-shock protein, molecular chaperone, RNA-helicase co-factor",BKE21930,0.614234064,1.10802393,0.700817077,1.248360841,1.395021226,1.283876154,0.899729136,1.320955956,1.157533527,1.643287043,1.121602032,1.194233587,1.00664562,1.253348697,1.093844563,1.764572987,1.190062072,1.559746785,0.934950016,1.475667092,BKK21930,0.9892439,0.718037299,0.993691953,0.811176271,0.911408527,0.894899302,0.979980093,0.978930347,0.829761125,0.72903408,0.690713106,0.655245974,0.680092827,0.743406807,0.732823154,0.688703115,0.558726559,0.957757313
BSU21940,degR,,, ,leading,-1,2308157,2308339,SigD.,"activation of degradative enzymes (aprE, nprE, sacB) production or activity",BKE21940,1.098327752,1.030286125,1.233516602,0.727418513,0.740044211,0.805579349,0.95083544,1.048772061,0.617329543,0.9568046,0.570248657,0.70599207,0.901207388,0.847348065,0.660494288,0.849949411,0.746703213,0.733613126,0.664542223,0.719623896,BKK21940,0.979320538,0.902703544,0.96130629,0.935702572,1.108690715,0.892179133,0.882794091,0.991495851,1.267783722,0.94900177,0.878652419,0.902834742,1.019581172,1.046982373,1.00333835,0.999591897,1.013583055,0.924724439
BSU21950,ypzA,,, ,lagging,1,2308495,2308764,SigG.,conserved hypothetical protein,BKE21950,0.944360001,1.208214513,1.104338527,1.041325696,1.014205717,0.982311655,1.138709859,1.242139942,0.97977047,1.178136403,1.020243003,1.123442676,1.119182301,1.117442197,1.059102779,1.097885286,0.292664739,0.995921307,1.026097709,0.947335703,BKK21950,1.010080115,0.97965006,0.968968278,1.014039557,1.02999251,1.104040413,0.936963699,1.023719558,1.049303193,1.050457279,0.917099122,0.959615056,1.114121937,1.128823629,1.205853781,1.122552996,1.021522938,1.135563249
BSU21960,ypeQ,,, ,leading,-1,2308792,2308974,..,conserved hypothetical protein,BKE21960,1.023526573,1.40197963,1.107917733,1.030558466,1.034986954,1.055746397,1.080638182,1.181819657,0.926084019,0.882983767,1.075693991,1.201411653,1.213032959,1.090271103,0.996262965,1.161178407,1.083632454,1.026129477,0.970906474,1.195661365,BKK21960,1.199718527,0.887419023,1.188736458,0.961311566,0.747570531,0.889477329,0.840988866,0.888443093,1.077948946,0.93442172,0.904120914,0.934220852,0.821505556,0.822776796,0.745056472,0.810489551,0.776269291,0.842486936
BSU21970,ypeP,,, ,leading,-1,2308967,2309647,..,ribonuclease,BKE21970,1.23605909,0.857224689,1.121017613,0.809676192,0.828524704,0.942183772,0.893880332,0.904252046,0.806487163,0.990072777,0.816863152,0.907644715,0.793908155,0.855114072,0.843286169,0.914491941,0.925739364,0.77015299,0.865407348,0.81299523,BKK21970,1.044591548,0.839192297,1.098827013,1.121674902,0.938830774,1.023402033,0.921147631,0.982000164,0.800229717,0.998302179,1.015635562,1.104819694,0.884778588,1.096335991,1.080419145,1.009456208,0.965061475,0.922691606
BSU21980,ypdP,S,function unknown, ,lagging,1,2309730,2310419,..,putative integral membrane protein,BKE21980,1.160813805,0.777837199,0.989459812,0.838645391,0.802102193,0.708196715,0.77341993,0.813977987,0.779929041,0.644665241,0.789729113,0.803474759,0.842291059,0.824933569,0.854746166,0.865680912,0.938475254,0.803999087,0.837763415,0.760690462,BKK21980,0.911166241,1.072576805,0.965883021,1.120011434,0.924652264,1.103535939,1.083123759,0.988515404,1.027216332,1.11898588,1.008115884,1.097240248,1.108117326,1.051134671,1.068073348,1.074869785,1.058867201,1.056745808
BSU21990,ypdQ,L,"replication, recombination and repair", ,lagging,1,2310419,2310817,..,putative RNA binding protein,BKE21990,1.261077585,0.744237057,1.104776804,0.734694599,0.825982713,0.765559934,0.848898555,0.810092131,0.79544543,0.759306057,0.845248042,0.794965509,0.852259441,0.82824868,0.819399753,0.823334444,0.924501932,0.733323333,0.770758928,0.791613531,BKK21990,0.992106092,0.95900706,0.93888929,1.005923233,1.176138009,0.986969879,0.925410545,0.890090198,0.908248867,1.01673549,0.916173359,0.968111019,0.984457066,0.970649091,0.885313282,1.005206992,1.002332724,0.949038022
BSU22000,sspL,,, ,lagging,1,2310859,2310987,SigG.,small acid-soluble spore protein,BKE22000,1.20765163,0.812747667,1.148847262,0.925826327,0.890647705,0.826070313,0.79851281,0.881250745,0.884586814,0.727117728,0.862158584,0.710398121,1.016030801,0.867303633,0.894457901,0.940847619,0.980599899,0.827720581,0.83063916,0.835904345,BKK22000,0.975755086,0.973121293,1.029670404,1.076562802,1.167665852,0.995100019,1.045401224,0.965176205,0.988240293,0.933465512,0.9937298,1.065548913,0.92435091,0.973023883,0.980662667,0.848386831,0.992999415,0.896425488
BSU22010,exoA,L,"replication, recombination and repair", ,leading,-1,2310995,2311885,..,5'3'-exonuclease,BKE22010,1.204306088,0.799770127,1.196227312,0.969806081,1.007141297,1.240131596,0.9521908,1.109196389,0.739441525,0.823015714,0.770875552,0.962489904,0.86455753,0.829962516,0.778600853,0.781989499,0.662705118,0.802276861,0.66483941,0.812093764,BKK22010,1.238068466,0.77645013,1.117349526,0.735407847,1.075999755,0.758724019,0.667640677,0.752955302,0.785051604,0.725036195,0.881249379,0.809651023,0.776692642,0.870555583,0.741552766,0.768620592,0.855607028,0.714109157
BSU22019,ypzF,,, ,leading,-1,2311986,2312132,..,hypothetical protein,BKE22019,1.275123525,0.888828671,1.159995583,0.854382782,0.884260865,1.173537573,0.999517456,0.953216448,0.757375215,0.802348849,0.796205978,0.880794911,0.799151861,0.800086789,0.73098052,0.765840922,0.559300322,0.874528361,0.689453467,0.818038579,BKK22019,1.258927937,0.717235859,1.197337124,0.841438354,0.930136641,0.778469177,0.802448019,0.835029403,0.789261139,0.760428975,0.77400362,0.800412901,0.910477964,0.808861643,0.731381255,0.832840986,0.795600269,0.799857582
BSU22020,ypbS,,, ,leading,-1,2312207,2312464,..,conserved hypothetical protein,BKE22020,1.248834682,0.769095007,1.171488015,0.853137749,0.948024962,1.175175788,0.895168264,0.943569237,0.889619218,0.808534751,0.876704469,0.983988929,0.798528507,0.78453875,0.772008666,0.769086025,0.734776448,0.802321736,0.76358319,0.950580873,BKK22020,1.313436468,0.775400546,1.14639559,0.836377097,0.963151836,0.848456306,0.768355597,0.817711811,0.9508052,0.802571093,0.836217595,0.78528812,0.934239876,0.882518705,0.864003114,0.829784889,0.85029755,0.824664709
BSU22030,ypbR,R,general function prediction only , ,leading,-1,2312529,2316110,..,dynamin-like GTPase,BKE22030,0.92763869,1.144490207,0.886417248,1.115793095,1.148159918,1.149419249,0.887676831,1.025647579,1.098882193,1.177583188,1.056456824,1.080741451,1.026437229,1.091192904,1.117223375,1.128495158,0.771897186,1.083972109,0.92445251,1.247950271,BKK22030,0.944495989,1.019290465,1.131011924,1.076256472,0.951519995,1.064770338,1.035942699,1.054623443,1.019808598,1.125663695,1.056572654,0.945660135,1.046922593,0.990454892,1.08106229,1.068378994,0.773310754,0.926099243
BSU22040,ypbQ,S,function unknown, ,leading,-1,2316446,2316952,..,alkylpyrone methyltransferase BpsB,BKE22040,1.139454017,0.807538468,1.116883384,0.913636845,1.017113606,1.068602483,0.941173843,1.001748725,0.94983203,0.898937988,0.970959918,0.970020712,0.99239495,0.867455539,0.982634688,0.827927634,1.093999748,0.988791653,0.903802741,0.970545976,BKK22040,1.18016361,0.901807075,1.167157179,0.926361941,1.050048564,0.922669618,0.943989687,0.899033986,1.011263031,1.043995288,0.902232888,0.895988516,0.964080294,0.870115693,0.726898935,0.989753287,0.881111781,0.889779269
BSU22050,bcsA,Q,"secondary metabolites biosynthesis, transport and catabolism ", ,leading,-1,2316956,2318053,..,promiscuous alkylpyrone synthase BpsA,BKE22050,0.974427013,0.96641147,1.110519554,0.954262503,1.02245172,1.149493627,1.169443991,1.182555279,1.099601949,0.829946473,1.104538509,1.041663136,1.025833822,0.991491197,0.990837521,0.935029193,0.408302099,0.811803765,0.999330049,1.047476381,BKK22050,1.172035661,0.864850804,1.115167996,0.86864648,1.050499931,0.899998509,0.848030853,0.872860972,0.934013105,0.988893825,0.893527395,0.916252959,0.960998803,0.956833987,0.863432503,0.937857376,0.905835581,0.895440025
BSU22060,pbuX,F,nucleotide transport and metabolism, ,leading,-1,2318127,2319443,G-box_termination.PurR_repress.,xanthine permease,BKE22060,1.096394044,0.999919715,1.225885242,0.921930752,1.056169942,0.926229805,1.079401333,1.121726514,1.060386254,0.826470853,0.990274985,0.98969078,1.101327694,1.000157762,0.932177244,0.935234394,0.432297522,1.054580322,0.976475781,1.013925484,BKK22060,1.173119281,0.983773183,1.179857213,0.94321951,1.094446225,0.948905632,0.93118946,0.913343792,1.033666084,0.867498539,0.961764883,0.957568361,0.998003703,0.931439962,0.732696449,0.936352554,0.912078299,0.923537709
BSU22070,xpt,F,nucleotide transport and metabolism, ,leading,-1,2319440,2320024,G-box_termination.PurR_repress.,xanthine phosphoribosyltransferase,BKE22070,1.112940254,0.888480389,1.103957851,0.913661408,0.98159136,0.848413168,1.023639123,1.087905866,0.924017147,0.76732569,0.867134371,0.901786896,0.970844286,0.910257866,0.82767484,0.803769787,0.577178789,0.850895228,0.874849882,0.910177598,BKK22070,1.248967949,0.845897833,1.190621364,0.796095193,1.06204777,0.855991481,0.81502903,0.7941044,0.842960527,0.784010814,0.853115994,0.878796501,0.779666234,0.770396664,0.661490083,0.798973533,0.827573955,0.701069536
BSU22080,ypwA,E,amino acid transport and metabolism , ,leading,-1,2320355,2321860,..,metal-dependent carboxypeptidase,BKE22080,1.244546511,0.863526332,1.254683576,0.999351198,1.098569899,0.893441856,1.013994378,1.208650803,0.983036571,0.992908748,0.854046011,1.019190355,1.102068704,0.855685351,0.837072683,0.755624496,0.94406876,0.781431301,0.851624934,1.022789666,BKK22080,1.320983568,0.705336103,1.071857802,0.664617989,1.081568201,0.838660149,0.814078534,0.688163201,0.750098067,0.71238264,0.934656822,0.91859496,0.821705795,0.748813115,0.622966932,0.854010727,0.774147631,0.748993439
BSU22090,kdgT,,, ,leading,-1,2321972,2322964,CcpA_repress.KdgR_repress.,2-keto-3-deoxygluconate permease,BKE22090,1.018650063,1.282289228,0.945349322,0.913927862,0.965231127,0.979883448,0.943097698,0.959145383,0.894054162,1.110673085,0.973455597,1.034497304,1.008433231,0.955111717,1.177782965,0.983565112,1.22681556,1.064149038,0.930610451,0.956116202,BKK22090,1.053761153,0.705026688,0.946665666,0.863840574,0.881057783,0.841484325,0.913271711,0.908568948,0.860008689,0.959531246,0.940217331,0.841120818,1.08868905,1.004569175,0.891784375,1.055544304,1.073739738,0.986695636
BSU22100,kdgA,G,carbohydrate transport and metabolism, ,leading,-1,2323009,2323599,CcpA_repress.KdgR_repress.,2-keto-3-deoxygluconate-6-phosphate aldolase,BKE22100,1.064800256,1.147082381,1.093929243,0.988358786,0.931276335,1.278470261,1.039640069,1.063517497,0.81077515,0.96544065,0.857515169,0.861992724,0.985807991,1.092014737,0.886596879,0.871138491,0.210860538,1.000727917,0.772484735,0.929847577,BKK22100,1.150305736,0.622173498,1.085517893,0.804311519,0.978422145,0.84675644,0.877631293,0.87706805,0.852764159,0.792580677,0.833060466,0.883370609,0.885500959,0.864585522,0.589934865,0.832081536,0.907214861,0.783151084
